YEAR,MO,DY,HR,PRECTOTCORR,T2M,T2MDEW
2022,5,8,2,0.02,5.87,3.91

2022,5,8,3,0.03,5.95,3.98

2022,5,8,4,0.05,5.97,4.04

2022,5,8,5,0.04,6.11,4.02

2022,5,8,6,0.02,6.82,4.03

2022,5,8,7,0.01,7.97,3.94

2022,5,8,8,0.0,9.46,3.7

2022,5,8,9,0.0,11.01,3.7

2022,5,8,10,0.0,12.28,3.97

2022,5,8,11,0.0,13.39,4.33

2022,5,8,12,0.0,14.24,4.58

2022,5,8,13,0.0,14.63,4.59

2022,5,8,14,0.0,14.53,4.36

2022,5,8,15,0.0,14.13,4.11

2022,5,8,16,0.0,13.06,4.01

2022,5,8,17,0.0,11.43,4.37

2022,5,8,18,0.0,9.8,4.34

2022,5,8,19,0.0,8.64,4.01

2022,5,8,20,0.0,7.88,3.77

2022,5,8,21,0.0,7.28,3.27

2022,5,8,22,0.0,6.74,2.9

2022,5,8,23,0.0,6.13,2.57

2022,5,9,0,0.0,5.6,2.3

2022,5,9,1,0.0,4.85,2.05

2022,5,9,2,0.0,4.09,1.76

2022,5,9,3,0.0,3.51,1.37

2022,5,9,4,0.0,3.04,0.88

2022,5,9,5,0.0,3.48,0.69

2022,5,9,6,0.0,5.48,1.02

2022,5,9,7,0.0,8.14,1.08

2022,5,9,8,0.0,10.33,1.3

2022,5,9,9,0.0,12.18,1.73

2022,5,9,10,0.0,13.89,2.38

2022,5,9,11,0.0,15.35,3.14

2022,5,9,12,0.0,16.45,3.89

2022,5,9,13,0.0,17.05,4.42

2022,5,9,14,0.0,17.12,4.85

2022,5,9,15,0.0,16.76,5.19

2022,5,9,16,0.0,15.91,5.59

2022,5,9,17,0.0,14.36,5.87

2022,5,9,18,0.0,12.05,5.27

2022,5,9,19,0.0,10.03,4.02

2022,5,9,20,0.0,8.76,2.79

2022,5,9,21,0.0,7.3,1.92

2022,5,9,22,0.0,6.14,1.58

2022,5,9,23,0.0,5.47,1.31

2022,5,10,0,0.0,4.98,1.09

2022,5,10,1,0.0,4.61,1.07

2022,5,10,2,0.0,4.16,1.08

2022,5,10,3,0.0,3.86,0.94

2022,5,10,4,0.0,3.58,0.79

2022,5,10,5,0.0,4.26,0.97

2022,5,10,6,0.0,6.44,1.65

2022,5,10,7,0.0,9.31,1.74

2022,5,10,8,0.0,11.78,1.58

2022,5,10,9,0.0,13.69,2.18

2022,5,10,10,0.0,15.38,3.45

2022,5,10,11,0.0,16.87,4.91

2022,5,10,12,0.0,17.89,5.94

2022,5,10,13,0.0,18.46,6.67

2022,5,10,14,0.0,18.53,7.19

2022,5,10,15,0.0,18.16,7.52

2022,5,10,16,0.0,17.26,7.93

2022,5,10,17,0.0,15.58,8.41

2022,5,10,18,0.0,12.94,7.92

2022,5,10,19,0.0,10.64,6.44

2022,5,10,20,0.0,9.26,5.53

2022,5,10,21,0.0,8.15,4.66

2022,5,10,22,0.0,7.44,3.76

2022,5,10,23,0.0,6.79,3.02

2022,5,11,0,0.0,6.26,2.48

2022,5,11,1,0.0,5.87,2.13

2022,5,11,2,0.0,5.59,1.95

2022,5,11,3,0.0,5.37,1.92

2022,5,11,4,0.0,5.26,1.98

2022,5,11,5,0.0,6.11,2.44

2022,5,11,6,0.0,8.26,3.34

2022,5,11,7,0.0,11.19,5.12

2022,5,11,8,0.01,13.59,7.8

2022,5,11,9,0.03,15.1,9.93

2022,5,11,10,0.02,16.37,11.29

2022,5,11,11,0.02,17.72,12.34

2022,5,11,12,0.01,18.98,13.12

2022,5,11,13,0.0,20.04,13.71

2022,5,11,14,0.0,20.66,14.12

2022,5,11,15,0.0,20.83,14.46

2022,5,11,16,0.0,20.57,14.96

2022,5,11,17,0.0,19.75,15.94

2022,5,11,18,0.0,17.35,15.4

2022,5,11,19,0.0,15.27,13.48

2022,5,11,20,0.0,14.06,12.76

2022,5,11,21,0.0,12.89,12.03

2022,5,11,22,0.0,12.01,11.46

2022,5,11,23,0.0,11.42,11.08

2022,5,12,0,0.0,11.22,10.81

2022,5,12,1,0.0,11.05,10.73

2022,5,12,2,0.0,10.86,10.74

2022,5,12,3,0.0,10.99,10.92

2022,5,12,4,0.0,10.94,10.94

2022,5,12,5,0.01,11.87,11.25

2022,5,12,6,0.0,13.71,11.94

2022,5,12,7,0.01,16.27,13.33

2022,5,12,8,0.02,18.35,14.65

2022,5,12,9,0.02,20.23,15.71

2022,5,12,10,0.03,21.37,16.38

2022,5,12,11,0.03,22.56,16.71

2022,5,12,12,0.01,23.31,16.8

2022,5,12,13,0.01,23.61,16.87

2022,5,12,14,0.01,23.35,16.9

2022,5,12,15,0.01,22.73,16.87

2022,5,12,16,0.0,21.94,16.9

2022,5,12,17,0.0,20.88,17.12

2022,5,12,18,0.0,18.58,17.04

2022,5,12,19,0.0,16.11,15.55

2022,5,12,20,0.0,15.03,14.64

2022,5,12,21,0.0,13.9,13.76

2022,5,12,22,0.01,12.95,12.94

2022,5,12,23,0.03,12.2,12.2

2022,5,13,0,0.04,11.77,11.63

2022,5,13,1,0.06,11.61,11.32

2022,5,13,2,0.06,11.3,11.24

2022,5,13,3,0.06,11.51,11.51

2022,5,13,4,0.05,11.64,11.64

2022,5,13,5,0.05,12.64,12.34

2022,5,13,6,0.05,14.22,13.52

2022,5,13,7,0.04,16.4,14.93

2022,5,13,8,0.02,18.82,15.79

2022,5,13,9,0.02,19.8,16.16

2022,5,13,10,0.02,20.43,16.57

2022,5,13,11,0.01,21.36,17.0

2022,5,13,12,0.04,21.99,17.39

2022,5,13,13,0.08,22.07,17.63

2022,5,13,14,0.12,21.69,17.64

2022,5,13,15,0.1,20.8,17.49

2022,5,13,16,0.06,19.98,17.27

2022,5,13,17,0.03,19.08,16.89

2022,5,13,18,0.01,17.64,16.3

2022,5,13,19,0.01,15.82,15.37

2022,5,13,20,0.01,14.77,14.51

2022,5,13,21,0.01,13.86,13.71

2022,5,13,22,0.01,13.54,13.26

2022,5,13,23,0.03,13.27,12.98

2022,5,14,0,0.08,13.19,12.87

2022,5,14,1,0.06,13.1,12.79

2022,5,14,2,0.03,12.87,12.58

2022,5,14,3,0.01,12.59,12.35

2022,5,14,4,0.01,12.35,12.14

2022,5,14,5,0.01,13.1,12.55

2022,5,14,6,0.01,14.48,13.26

2022,5,14,7,0.0,16.8,14.51

2022,5,14,8,0.0,19.58,15.92

2022,5,14,9,0.0,21.39,16.55

2022,5,14,10,0.01,22.19,17.01

2022,5,14,11,0.02,22.34,17.31

2022,5,14,12,0.04,22.01,17.41

2022,5,14,13,0.29,21.08,17.36

2022,5,14,14,1.42,19.47,17.07

2022,5,14,15,2.87,18.09,16.62

2022,5,14,16,3.42,17.36,16.23

2022,5,14,17,3.61,16.79,15.93

2022,5,14,18,3.7,16.05,15.48

2022,5,14,19,3.56,15.37,14.92

2022,5,14,20,2.76,14.93,14.47

2022,5,14,21,2.02,14.59,14.15

2022,5,14,22,1.63,14.3,13.88

2022,5,14,23,1.48,14.08,13.66

2022,5,15,0,1.13,13.92,13.55

2022,5,15,1,0.52,13.78,13.41

2022,5,15,2,0.14,13.55,13.25

2022,5,15,3,0.04,13.23,12.94

2022,5,15,4,0.02,12.8,12.56

2022,5,15,5,0.02,13.29,12.87

2022,5,15,6,0.03,14.27,13.57

2022,5,15,7,0.01,16.39,14.91

2022,5,15,8,0.01,19.58,16.21

2022,5,15,9,0.02,22.01,16.87

2022,5,15,10,0.02,23.25,17.19

2022,5,15,11,0.03,23.83,17.4

2022,5,15,12,0.04,23.98,17.63

2022,5,15,13,0.07,23.83,17.83

2022,5,15,14,0.1,23.45,18.0

2022,5,15,15,0.1,22.74,18.19

2022,5,15,16,0.11,22.03,18.48

2022,5,15,17,0.11,20.67,18.55

2022,5,15,18,0.1,19.11,18.15

2022,5,15,19,0.07,17.91,17.48

2022,5,15,20,0.05,17.26,16.99

2022,5,15,21,0.05,16.65,16.51

2022,5,15,22,0.03,16.29,16.19

2022,5,15,23,0.03,16.15,16.03

2022,5,16,0,0.02,15.98,15.86

2022,5,16,1,0.02,15.74,15.63

2022,5,16,2,0.02,15.42,15.38

2022,5,16,3,0.01,15.12,15.12

2022,5,16,4,0.02,14.8,14.8

2022,5,16,5,0.03,15.83,15.51

2022,5,16,6,0.05,17.2,16.44

2022,5,16,7,0.07,19.17,17.36

2022,5,16,8,0.19,21.19,18.03

2022,5,16,9,0.21,22.48,18.44

2022,5,16,10,0.22,23.09,18.56

2022,5,16,11,0.18,22.98,18.4

2022,5,16,12,0.15,22.48,18.14

2022,5,16,13,0.13,21.84,17.91

2022,5,16,14,0.14,21.5,17.87

2022,5,16,15,2.45,20.48,17.85

2022,5,16,16,1.15,19.13,17.73

2022,5,16,17,0.16,18.34,17.27

2022,5,16,18,1.83,17.46,16.66

2022,5,16,19,3.16,17.14,16.55

2022,5,16,20,0.09,17.43,15.64

2022,5,16,21,0.0,15.58,12.56

2022,5,16,22,0.0,13.77,10.8

2022,5,16,23,0.0,13.1,10.59

2022,5,17,0,0.0,12.6,10.5

2022,5,17,1,0.0,12.04,10.44

2022,5,17,2,0.0,11.48,10.46

2022,5,17,3,0.0,11.27,10.47

2022,5,17,4,0.0,11.09,10.54

2022,5,17,5,0.0,12.03,10.93

2022,5,17,6,0.0,13.98,11.71

2022,5,17,7,0.0,16.45,12.69

2022,5,17,8,0.0,18.48,12.76

2022,5,17,9,0.0,19.63,12.23

2022,5,17,10,0.0,20.55,11.89

2022,5,17,11,0.0,21.26,11.85

2022,5,17,12,0.01,21.51,11.73

2022,5,17,13,0.01,21.25,11.82

2022,5,17,14,0.01,21.09,12.03

2022,5,17,15,0.01,20.62,12.08

2022,5,17,16,0.0,19.75,11.85

2022,5,17,17,0.0,18.53,12.02

2022,5,17,18,0.0,16.51,11.98

2022,5,17,19,0.0,14.4,11.32

2022,5,17,20,0.0,13.39,10.79

2022,5,17,21,0.0,12.54,10.33

2022,5,17,22,0.0,11.8,9.94

2022,5,17,23,0.0,11.21,9.69

2022,5,18,0,0.0,10.74,9.6

2022,5,18,1,0.0,10.38,9.51

2022,5,18,2,0.0,10.02,9.36

2022,5,18,3,0.0,9.44,9.05

2022,5,18,4,0.0,8.98,8.69

2022,5,18,5,0.0,10.06,8.75

2022,5,18,6,0.0,11.96,8.78

2022,5,18,7,0.0,13.68,7.25

2022,5,18,8,0.0,14.84,5.68

2022,5,18,9,0.0,15.9,5.21

2022,5,18,10,0.0,16.87,5.28

2022,5,18,11,0.0,17.84,5.5

2022,5,18,12,0.0,18.74,5.74

2022,5,18,13,0.0,19.45,6.19

2022,5,18,14,0.0,19.79,6.71

2022,5,18,15,0.0,19.65,7.53

2022,5,18,16,0.0,19.58,8.76

2022,5,18,17,0.0,18.69,9.34

2022,5,18,18,0.0,16.32,11.91

2022,5,18,19,0.0,14.4,11.44

2022,5,18,20,0.02,14.12,11.44

2022,5,18,21,0.03,13.73,11.83

2022,5,18,22,0.01,13.51,12.12

2022,5,18,23,0.12,13.42,12.32

2022,5,19,0,0.45,13.29,12.58

2022,5,19,1,1.03,13.11,12.62

2022,5,19,2,1.54,12.94,12.61

2022,5,19,3,2.25,12.91,12.58

2022,5,19,4,2.28,12.83,12.47

2022,5,19,5,1.52,12.69,12.28

2022,5,19,6,1.02,12.7,12.23

2022,5,19,7,0.89,12.76,12.17

2022,5,19,8,0.63,12.83,11.93

2022,5,19,9,0.32,13.01,11.63

2022,5,19,10,0.15,13.51,11.45

2022,5,19,11,0.1,14.01,11.44

2022,5,19,12,0.07,14.68,11.66

2022,5,19,13,0.06,15.69,12.02

2022,5,19,14,0.04,16.84,12.57

2022,5,19,15,0.02,17.9,13.44

2022,5,19,16,0.01,18.76,14.33

2022,5,19,17,0.01,18.63,15.18

2022,5,19,18,0.01,16.77,15.36

2022,5,19,19,0.01,14.59,14.32

2022,5,19,20,0.01,13.8,13.71

2022,5,19,21,0.02,13.64,13.1

2022,5,19,22,0.01,13.1,12.69

2022,5,19,23,0.01,12.3,12.22

2022,5,20,0,0.01,11.64,11.64

2022,5,20,1,0.01,11.05,11.05

2022,5,20,2,0.01,10.58,10.58

2022,5,20,3,0.01,10.41,10.41

2022,5,20,4,0.01,10.51,10.51

2022,5,20,5,0.01,11.69,11.24

2022,5,20,6,0.01,13.15,12.0

2022,5,20,7,0.0,15.49,12.96

2022,5,20,8,0.0,17.81,13.44

2022,5,20,9,0.0,19.44,13.76

2022,5,20,10,0.0,20.63,14.09

2022,5,20,11,0.0,21.4,14.6

2022,5,20,12,0.03,20.83,14.69

2022,5,20,13,0.07,19.6,14.85

2022,5,20,14,0.01,18.94,14.94

2022,5,20,15,0.01,18.87,15.19

2022,5,20,16,0.06,18.64,15.58

2022,5,20,17,0.14,17.88,15.9

2022,5,20,18,0.14,16.76,15.8

2022,5,20,19,0.15,15.82,15.33

2022,5,20,20,0.14,15.38,14.94

2022,5,20,21,0.11,15.06,14.68

2022,5,20,22,0.08,14.73,14.38

2022,5,20,23,0.06,14.42,14.11

2022,5,21,0,0.09,14.27,13.9

2022,5,21,1,0.07,14.22,13.94

2022,5,21,2,0.02,14.6,14.46

2022,5,21,3,0.07,15.29,15.16

2022,5,21,4,0.08,15.67,15.6

2022,5,21,5,0.04,15.99,15.9

2022,5,21,6,0.04,17.12,16.76

2022,5,21,7,0.04,18.03,17.44

2022,5,21,8,0.02,18.93,17.96

2022,5,21,9,0.01,21.25,19.15

2022,5,21,10,0.0,24.46,20.32

2022,5,21,11,0.0,27.02,20.81

2022,5,21,12,0.0,28.65,20.83

2022,5,21,13,0.0,29.09,21.02

2022,5,21,14,0.0,28.51,21.48

2022,5,21,15,0.0,27.6,22.01

2022,5,21,16,0.01,26.65,22.41

2022,5,21,17,0.02,25.46,22.6

2022,5,21,18,0.01,23.71,22.18

2022,5,21,19,0.01,22.24,21.26

2022,5,21,20,0.01,21.9,20.82

2022,5,21,21,0.0,21.71,20.48

2022,5,21,22,0.0,21.37,20.23

2022,5,21,23,0.0,20.95,20.04

2022,5,22,0,0.0,20.46,19.83

2022,5,22,1,0.01,19.95,19.6

2022,5,22,2,0.01,19.37,19.31

2022,5,22,3,0.01,18.81,18.81

2022,5,22,4,0.01,18.65,18.65

2022,5,22,5,0.02,20.05,19.44

2022,5,22,6,0.07,21.48,20.18

2022,5,22,7,0.13,23.23,21.16

2022,5,22,8,0.2,24.91,22.11

2022,5,22,9,0.25,25.45,22.75

2022,5,22,10,0.2,25.8,22.84

2022,5,22,11,0.09,26.09,22.62

2022,5,22,12,0.11,26.46,22.0

2022,5,22,13,0.12,26.45,21.7

2022,5,22,14,0.11,26.42,21.87

2022,5,22,15,0.09,26.11,22.03

2022,5,22,16,0.06,25.3,22.17

2022,5,22,17,0.03,24.38,22.16

2022,5,22,18,0.02,23.07,21.9

2022,5,22,19,0.06,21.9,21.3

2022,5,22,20,0.2,21.69,21.09

2022,5,22,21,0.28,21.41,20.55

2022,5,22,22,0.36,19.74,17.97

2022,5,22,23,1.51,17.04,14.52

2022,5,23,0,2.1,15.15,13.08

2022,5,23,1,1.05,14.75,13.01

2022,5,23,2,0.12,14.55,12.65

2022,5,23,3,0.0,14.18,12.02

2022,5,23,4,0.0,13.62,11.42

2022,5,23,5,0.0,13.51,11.18

2022,5,23,6,0.0,14.41,11.19

2022,5,23,7,0.0,15.57,10.84

2022,5,23,8,0.0,16.64,10.37

2022,5,23,9,0.0,17.71,10.1

2022,5,23,10,0.0,18.79,10.08

2022,5,23,11,0.0,19.68,10.08

2022,5,23,12,0.0,20.25,10.19

2022,5,23,13,0.0,20.4,10.3

2022,5,23,14,0.0,19.9,10.5

2022,5,23,15,0.01,18.97,11.42

2022,5,23,16,0.02,18.25,12.37

2022,5,23,17,0.0,17.61,13.09

2022,5,23,18,0.0,16.53,14.01

2022,5,23,19,0.0,15.45,13.4

2022,5,23,20,0.0,15.1,13.12

2022,5,23,21,0.0,14.87,12.82

2022,5,23,22,0.02,14.57,12.72

2022,5,23,23,0.06,14.19,12.72

2022,5,24,0,0.03,13.9,12.72

2022,5,24,1,0.0,13.58,12.64

2022,5,24,2,0.01,13.21,12.47

2022,5,24,3,0.03,13.05,12.26

2022,5,24,4,0.04,12.88,12.05

2022,5,24,5,0.02,12.98,11.84

2022,5,24,6,0.0,13.48,11.66

2022,5,24,7,0.0,14.26,10.94

2022,5,24,8,0.0,15.44,10.05

2022,5,24,9,0.0,16.64,9.35

2022,5,24,10,0.0,17.69,9.22

2022,5,24,11,0.0,18.58,9.37

2022,5,24,12,0.0,19.31,9.67

2022,5,24,13,0.0,19.73,10.0

2022,5,24,14,0.0,19.57,10.29

2022,5,24,15,0.0,18.98,10.56

2022,5,24,16,0.0,18.36,10.9

2022,5,24,17,0.0,17.46,11.44

2022,5,24,18,0.0,15.62,12.12

2022,5,24,19,0.0,13.35,11.44

2022,5,24,20,0.0,12.55,10.88

2022,5,24,21,0.0,11.65,10.57

2022,5,24,22,0.0,10.91,10.34

2022,5,24,23,0.0,10.47,10.07

2022,5,25,0,0.0,10.07,9.76

2022,5,25,1,0.0,9.74,9.5

2022,5,25,2,0.0,9.55,9.25

2022,5,25,3,0.0,9.41,9.01

2022,5,25,4,0.0,9.29,8.87

2022,5,25,5,0.0,11.04,9.73

2022,5,25,6,0.0,13.13,9.08

2022,5,25,7,0.0,15.19,8.03

2022,5,25,8,0.0,17.01,8.37

2022,5,25,9,0.0,18.46,9.34

2022,5,25,10,0.0,19.48,10.29

2022,5,25,11,0.0,20.15,10.95

2022,5,25,12,0.0,20.56,11.38

2022,5,25,13,0.0,20.67,11.65

2022,5,25,14,0.0,20.3,11.74

2022,5,25,15,0.0,19.56,11.66

2022,5,25,16,0.0,18.52,11.33

2022,5,25,17,0.0,17.02,10.84

2022,5,25,18,0.0,14.93,10.49

2022,5,25,19,0.0,12.75,10.1

2022,5,25,20,0.0,11.6,9.59

2022,5,25,21,0.0,10.9,9.22

2022,5,25,22,0.0,10.62,9.16

2022,5,25,23,0.0,10.24,8.84

2022,5,26,0,0.0,9.96,8.69

2022,5,26,1,0.0,9.79,8.81

2022,5,26,2,0.0,9.73,9.1

2022,5,26,3,0.0,9.76,9.44

2022,5,26,4,0.0,9.61,9.61

2022,5,26,5,0.0,11.24,10.68

2022,5,26,6,0.0,13.07,11.17

2022,5,26,7,0.0,14.98,11.19

2022,5,26,8,0.0,16.57,11.42

2022,5,26,9,0.0,17.77,11.7

2022,5,26,10,0.0,18.71,12.15

2022,5,26,11,0.0,19.37,12.69

2022,5,26,12,0.0,19.8,13.24

2022,5,26,13,0.0,20.04,13.75

2022,5,26,14,0.01,19.9,14.21

2022,5,26,15,0.02,19.48,14.62

2022,5,26,16,0.01,18.88,14.85

2022,5,26,17,0.01,18.11,14.87

2022,5,26,18,0.01,16.92,14.87

2022,5,26,19,0.02,15.55,14.62

2022,5,26,20,0.07,14.96,14.43

2022,5,26,21,0.12,14.82,14.33

2022,5,26,22,0.13,14.76,14.37

2022,5,26,23,0.14,14.89,14.54

2022,5,27,0,0.16,14.94,14.69

2022,5,27,1,0.17,15.11,14.86

2022,5,27,2,0.19,15.3,15.02

2022,5,27,3,0.21,15.4,15.15

2022,5,27,4,0.22,15.37,15.12

2022,5,27,5,0.18,15.81,15.42

2022,5,27,6,0.15,16.78,16.22

2022,5,27,7,0.12,18.5,17.51

2022,5,27,8,0.11,20.58,18.53

2022,5,27,9,0.06,21.96,18.76

2022,5,27,10,0.01,23.09,18.94

2022,5,27,11,0.02,23.82,19.15

2022,5,27,12,0.04,23.87,19.29

2022,5,27,13,0.07,23.18,19.32

2022,5,27,14,0.08,22.4,19.38

2022,5,27,15,0.14,21.7,19.47

2022,5,27,16,0.22,20.67,19.33

2022,5,27,17,0.32,19.44,18.78

2022,5,27,18,0.23,18.67,18.2

2022,5,27,19,0.2,18.21,17.81

2022,5,27,20,0.16,17.79,17.43

2022,5,27,21,0.12,17.4,17.09

2022,5,27,22,0.14,17.12,16.8

2022,5,27,23,0.17,16.98,16.64

2022,5,28,0,0.11,17.09,16.71

2022,5,28,1,0.13,16.98,16.6

2022,5,28,2,0.16,16.64,16.33

2022,5,28,3,0.43,16.27,16.04

2022,5,28,4,1.12,16.26,16.0

2022,5,28,5,1.09,16.59,16.26

2022,5,28,6,0.34,17.4,16.9

2022,5,28,7,0.15,19.45,18.33

2022,5,28,8,0.18,21.12,18.8

2022,5,28,9,0.49,22.6,18.84

2022,5,28,10,1.3,22.9,18.6

2022,5,28,11,0.32,23.08,18.22

2022,5,28,12,0.4,23.25,17.96

2022,5,28,13,0.23,22.81,17.77

2022,5,28,14,0.19,22.8,17.68

2022,5,28,15,0.17,22.62,17.51

2022,5,28,16,0.16,22.3,17.58

2022,5,28,17,0.13,21.69,17.92

2022,5,28,18,0.09,20.35,18.14

2022,5,28,19,0.07,18.74,17.46

2022,5,28,20,0.02,18.19,17.11

2022,5,28,21,0.01,17.37,16.73

2022,5,28,22,0.0,16.56,16.18

2022,5,28,23,0.0,15.85,15.54

2022,5,29,0,0.0,14.89,14.85

2022,5,29,1,0.0,14.05,14.05

2022,5,29,2,0.0,13.53,13.53

2022,5,29,3,0.0,12.99,12.99

2022,5,29,4,0.01,12.53,12.53

2022,5,29,5,0.01,13.93,13.11

2022,5,29,6,0.0,15.73,13.62

2022,5,29,7,0.0,18.41,13.33

2022,5,29,8,0.0,20.42,12.43

2022,5,29,9,0.0,21.65,12.39

2022,5,29,10,0.0,22.64,12.72

2022,5,29,11,0.0,23.3,13.01

2022,5,29,12,0.0,23.74,13.31

2022,5,29,13,0.0,23.94,13.7

2022,5,29,14,0.0,23.92,14.11

2022,5,29,15,0.0,23.55,14.48

2022,5,29,16,0.0,22.8,14.98

2022,5,29,17,0.0,21.84,15.94

2022,5,29,18,0.0,19.56,16.66

2022,5,29,19,0.01,17.35,16.01

2022,5,29,20,0.03,16.48,15.85

2022,5,29,21,0.04,16.01,15.77

2022,5,29,22,0.03,15.58,15.58

2022,5,29,23,0.02,14.94,14.94

2022,5,30,0,0.02,14.67,14.67

2022,5,30,1,0.01,14.52,14.52

2022,5,30,2,0.01,14.58,14.58

2022,5,30,3,0.01,15.04,15.04

2022,5,30,4,0.01,15.23,15.23

2022,5,30,5,0.01,16.44,15.84

2022,5,30,6,0.01,17.8,16.55

2022,5,30,7,0.0,20.05,17.54

2022,5,30,8,0.0,22.82,17.7

2022,5,30,9,0.0,24.69,17.17

2022,5,30,10,0.0,25.93,16.85

2022,5,30,11,0.0,26.79,17.1

2022,5,30,12,0.0,27.2,17.54

2022,5,30,13,0.0,27.28,18.02

2022,5,30,14,0.0,27.19,18.55

2022,5,30,15,0.0,26.51,19.47

2022,5,30,16,0.0,25.5,20.36

2022,5,30,17,0.0,24.41,20.9

2022,5,30,18,0.0,22.98,20.94

2022,5,30,19,0.0,21.73,20.51

2022,5,30,20,0.01,21.28,20.46

2022,5,30,21,0.02,20.86,20.39

2022,5,30,22,0.02,20.68,20.29

2022,5,30,23,0.04,20.62,20.24

2022,5,31,0,0.04,20.62,20.23

2022,5,31,1,0.03,20.7,20.26

2022,5,31,2,0.02,20.76,20.24

2022,5,31,3,0.0,20.67,20.17

2022,5,31,4,0.0,20.48,20.06

2022,5,31,5,0.0,21.04,20.2

2022,5,31,6,0.0,22.53,20.66

2022,5,31,7,0.0,24.99,21.53

2022,5,31,8,0.0,27.13,21.74

2022,5,31,9,0.0,28.29,21.64

2022,5,31,10,0.0,29.05,21.58

2022,5,31,11,0.0,29.76,21.55

2022,5,31,12,0.01,30.32,21.63

2022,5,31,13,0.01,30.67,21.72

2022,5,31,14,0.06,30.73,22.02

2022,5,31,15,0.14,30.97,22.46

2022,5,31,16,0.18,30.26,22.22

2022,5,31,17,0.18,28.37,22.66

2022,5,31,18,0.17,26.63,23.12

2022,5,31,19,0.15,24.45,21.53

2022,5,31,20,0.03,21.58,19.92

2022,5,31,21,0.3,18.93,17.92

2022,5,31,22,0.39,17.51,16.62

2022,5,31,23,0.57,16.58,15.58

2022,6,1,0,1.82,15.9,14.84

2022,6,1,1,1.08,15.28,14.2

2022,6,1,2,0.07,14.69,13.58

2022,6,1,3,0.01,14.16,13.1

2022,6,1,4,0.01,13.78,12.79

2022,6,1,5,0.0,14.06,12.55

2022,6,1,6,0.0,15.13,12.29

2022,6,1,7,0.0,16.66,12.39

2022,6,1,8,0.0,17.94,12.65

2022,6,1,9,0.0,18.85,12.97

2022,6,1,10,0.0,19.71,13.36

2022,6,1,11,0.0,20.07,13.67

2022,6,1,12,0.0,20.68,14.14

2022,6,1,13,0.0,21.05,14.57

2022,6,1,14,0.0,21.32,15.05

2022,6,1,15,0.01,20.83,15.22

2022,6,1,16,0.0,19.55,14.94

2022,6,1,17,0.0,17.98,14.37

2022,6,1,18,0.01,16.6,13.8

2022,6,1,19,0.07,15.56,13.44

2022,6,1,20,0.46,14.95,13.4

2022,6,1,21,0.78,14.65,13.51

2022,6,1,22,0.28,14.62,13.74

2022,6,1,23,0.1,14.83,14.07

2022,6,2,0,0.19,15.07,14.41

2022,6,2,1,0.24,15.32,14.74

2022,6,2,2,0.2,15.5,15.01

2022,6,2,3,0.13,15.6,15.22

2022,6,2,4,0.05,15.65,15.37

2022,6,2,5,0.04,16.42,15.94

2022,6,2,6,0.02,17.34,16.47

2022,6,2,7,0.01,18.8,17.28

2022,6,2,8,0.02,20.78,18.24

2022,6,2,9,0.18,23.36,19.11

2022,6,2,10,0.56,23.86,19.49

2022,6,2,11,1.04,23.59,19.83

2022,6,2,12,1.49,23.28,20.08

2022,6,2,13,1.23,23.14,20.26

2022,6,2,14,0.88,23.01,20.33

2022,6,2,15,0.57,22.94,20.4

2022,6,2,16,0.36,22.51,20.29

2022,6,2,17,0.36,21.56,19.96

2022,6,2,18,0.09,20.82,19.33

2022,6,2,19,0.05,19.69,18.07

2022,6,2,20,0.05,18.68,17.41

2022,6,2,21,0.06,17.78,16.98

2022,6,2,22,0.06,17.19,16.71

2022,6,2,23,0.07,16.89,16.53

2022,6,3,0,0.18,16.45,16.04

2022,6,3,1,0.53,16.28,16.02

2022,6,3,2,1.01,16.25,15.95

2022,6,3,3,1.19,16.22,15.89

2022,6,3,4,0.48,16.15,15.86

2022,6,3,5,0.13,16.64,16.24

2022,6,3,6,0.1,17.37,16.64

2022,6,3,7,0.11,18.65,17.32

2022,6,3,8,0.07,20.19,17.5

2022,6,3,9,0.02,21.37,16.44

2022,6,3,10,0.01,23.05,16.41

2022,6,3,11,0.05,24.05,16.67

